text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,label,description
 there are four new regions of russia   russian president vladimir putin speaks at kremlin ceremony to annex parts of ukraine  ,"London, UK",3,51299198,BBCBreaking,286,805,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
uk schoolgirl molly russell viewed online content that contributed  in a more than minimal way  to the  year old s death  coroner says ,"London, UK",3,51299198,BBCBreaking,129,562,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
at least  people killed and dozens wounded in suicide bombing at kabul education centre  afghan police say ,"London, UK",3,51299198,BBCBreaking,368,912,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
man    arrested on suspicion of murder of nine year old olivia pratt korbel  shot in her home in liverpool ,"London, UK",3,51299198,BBCBreaking,220,1531,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
hurricane ian may have caused  substantial loss of life  in florida  us president biden says  as storm heads for south carolina   follow the latest ,"London, UK",3,51299198,BBCBreaking,196,629,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
queen s cause of death given as  old age  in extracts of death certificate just released ,"London, UK",3,51299198,BBCBreaking,553,2606,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
russia says it will formally annex four more parts of ukraine in ceremony on friday  just days after unrecognised referendums  ,"London, UK",3,51299198,BBCBreaking,657,1383,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
uk prime minister liz truss says she had to take urgent action to get the economy growing   ,"London, UK",3,51299198,BBCBreaking,202,1014,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
hurricane ian makes landfall in florida  with residents urged to shelter and hundreds of thousands left without power ,"London, UK",3,51299198,BBCBreaking,182,779,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
secret filming by bbc panorama finds  toxic culture  of abuse of patients by staff in an nhs mental health hospital  ,"London, UK",3,51299198,BBCBreaking,532,1380,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
bank of england steps in to calm markets by buying uk government bonds ,"London, UK",3,51299198,BBCBreaking,633,1841,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
a labour government would create a publicly owned green energy company to turn uk into clean energy  superpower   leader sir keir starmer says ,"London, UK",3,51299198,BBCBreaking,317,2455,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
either glasgow or liverpool will host next year s eurovision song contest  after the shortlist of uk cities in contention was cut to just two ,"London, UK",3,51299198,BBCBreaking,254,1486,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
direct hit  nasa smashes spacecraft into asteroid in controlled experiment  million miles away ,"London, UK",3,51299198,BBCBreaking,519,2379,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
bank of england says it will  not hesitate  to raise interest rates to curb inflation after the pound fell to a record low against the us dollar ,"London, UK",3,51299198,BBCBreaking,681,1856,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
gunman opens fire at school in russian city of izhevsk  with officials saying at least six people killed and others wounded ,"London, UK",3,51299198,BBCBreaking,439,1054,1,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
many iranians wounded by the security forces amid protests are too afraid to go to a hospital for treatment  because some protesters seeking medical help have been detained  according to several accounts shared with cbs news  ,"New York, NY",597,8808966,CBSNews,11,15,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
inside the nation s first and only statewide prison radio station where inmates use conversation to  become better people   ,"New York, NY",597,8808966,CBSNews,4,26,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
los angeles city council president nury martinez announced her resignation monday after she was heard making racist comments about a councilmember s black son in a leaked recording of a conversation with other leaders  ,"New York, NY",597,8808966,CBSNews,40,111,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
just moments after reporting about a potential russian attack  a bbc reporter ducked for cover after missiles hit central kyiv  ukraine   ,"New York, NY",597,8808966,CBSNews,20,50,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
the mets thought padres pitcher joe musgrove s shiny ear was suspicious  so they asked the umpire to check it for foreign substances  stirring controversy  ,"New York, NY",597,8808966,CBSNews,3,6,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
more than a decade after air france flight  plummeted into the atlantic ocean  winfried schmidt traveled to paris from his native germany to see the airline and airbus go on trial for involuntary manslaughter  ,"New York, NY",597,8808966,CBSNews,8,29,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
president biden says the u s  strongly condemns russia s missile strikes monday across ukraine  saying the attacks  demonstrate the utter brutality of mr  putin s illegal war on the ukrainian people    ,"New York, NY",597,8808966,CBSNews,29,102,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbs_herridge  new  sec wormuth  ausaorg  i am pleased to announce this morning that working closely with the air force we now have plan ,"New York, NY",597,8808966,CBSNews,30,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
great scott   the crowd went wild at the new york comic convention when the stars of the  back to the future  trilogy  michael j fox and christopher lloyd  reunited with an onstage embrace  ,"New York, NY",597,8808966,CBSNews,28,169,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
georgia s republican lt  gov  geoffrey duncan has spoken out against herschel walker  the current gop senate nominee in the state   ,"New York, NY",597,8808966,CBSNews,23,68,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  edokeefe  just in   potus biden says the united states  strongly condemns  russia s attacks across ukraine today   these attacks only f ,"New York, NY",597,8808966,CBSNews,64,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
the difference between a mediocre  k  plan and a great one could translate into tens of thousands of dollars more in future retirement money  ,"New York, NY",597,8808966,CBSNews,3,17,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
nikki finke  the veteran reporter who became one of hollywood s top journalists as founder of the entertainment trade website deadline  com and whose sharp tongued tenacity made her the most feared columnist in show business  has died  ,"New York, NY",597,8808966,CBSNews,7,12,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  coordinated russian attacks in at least eight cities have left ukrainians scrambling in fear   it is apparent payback for ,"New York, NY",597,8808966,CBSNews,15,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  more than a week after tua tagovailoa was carted off the field on a stretcher  the nfl played its first slate of games und ,"New York, NY",597,8808966,CBSNews,16,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  critics are calling comments by alabama senator tommy tuberville overtly racist  after he made remarks about reparations d ,"New York, NY",597,8808966,CBSNews,26,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  kanye west has been restricted from instagram and locked out of twitter  after posting anti semitic remarks on the platfor ,"New York, NY",597,8808966,CBSNews,21,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  actor  yahya is making his broadway debut in  topdogbway  which he says  embraced  him from the moment he first read it  ,"New York, NY",597,8808966,CBSNews,11,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
in a video posted on social media  a man claiming to be a mexican drug cartel leader says an attack that killed  people including a mayor was in fact aimed at him    ,"New York, NY",597,8808966,CBSNews,11,10,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
officials at vanderbilt university medical center announced friday that they are pausing gender affirming surgeries for minors in order to review their practices  ,"New York, NY",597,8808966,CBSNews,8,26,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
an  year old woman was mauled to death by two dogs while she was out for a walk  authorities in california said  ,"New York, NY",597,8808966,CBSNews,16,34,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
it s possible the parkland school shooter talked himself into a death sentence after prosecutors last week played videos of his jailhouse interviews with two of their mental health experts   ,"New York, NY",597,8808966,CBSNews,7,11,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt     they want to basically sway public opinions demoralize the public make their eventual takeover that much easier    cybersec ,"New York, NY",597,8808966,CBSNews,27,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
a  year old palestinian boy died monday after being shot and wounded by israeli soldiers during a weekend army raid in a refugee camp in the occupied west bank  the palestinian health ministry said  ,"New York, NY",597,8808966,CBSNews,16,23,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
wikileaks founder julian assange has tested positive for covid   his wife said on monday  as she battles his extradition to the united states   ,"New York, NY",597,8808966,CBSNews,10,18,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
an investigation at a virginia airport has revealed that a student pilot was flying a small plane when it crashed  killing the flight instructor  authorities say  ,"New York, NY",597,8808966,CBSNews,10,18,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
pope francis on sunday denounced europe s indifference toward migrants risking their lives to cross the mediterranean sea as he elevated to sainthood an italian bishop and italian born missionary    ,"New York, NY",597,8808966,CBSNews,15,57,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rapper ye   also known by his given name  kanye west   has been locked out of his twitter account  due to a violation of twitter s policies   the social media platform told cbs news in a statement   ,"New York, NY",597,8808966,CBSNews,34,101,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsnewspress  icymi  some of  cbsnews  impactful pieces this week     andersoncooper s interview w  bart barber   kari lake  amp  katie hob ,"New York, NY",597,8808966,CBSNews,6,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
a texas police officer who shot and wounded a teenager who had been sitting in his car eating a hamburger has been fired  police said   ,"New York, NY",597,8808966,CBSNews,58,240,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
the tampa bay lightning suspended defenseman ian cole pending an investigation into allegations made on social media that he sexually abused a woman when she was a minor   ,"New York, NY",597,8808966,CBSNews,7,17,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
more than   afghan evacuees brought to the u s  under a temporary legal authority have filed applications for asylum or special visa status  according to unpublished government statistics shared with cbs news  ,"New York, NY",597,8808966,CBSNews,12,33,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings   tacos are a force for good   josé ralat   tacotrail  is an award winning taco editor  who says the beloved dish is worth ,"New York, NY",597,8808966,CBSNews,39,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  this colorado radio station runs like any other   but its  hosts are inmates at correctional facilities across the state ,"New York, NY",597,8808966,CBSNews,19,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  when charlotte mccourt set out to sell girl scout cookies  she used a unique tactic to bring in customers   truth in adver ,"New York, NY",597,8808966,CBSNews,23,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  former officer michael fanone suffered burns  a heart attack and traumatic brain injuries after rioters assaulted him duri ,"New York, NY",597,8808966,CBSNews,86,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  health officials are warning americans about an early and long flu season   but less than half of adults plan on getting t ,"New York, NY",597,8808966,CBSNews,19,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  the latest cbs news yougov battleground tracker shows the senate is essentially a toss up in next month s midterms  each p ,"New York, NY",597,8808966,CBSNews,9,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  cbs news obtained first access to audio secretly recorded in june  by former d c  officer michael fanone  who was inju ,"New York, NY",597,8808966,CBSNews,709,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
rt  cbsmornings  artist and author  oliverjeffers has sold more than  million books worldwide  taking readers through captivating stories ,"New York, NY",597,8808966,CBSNews,13,0,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
protesters gathered outside the home of los angeles city council president nury martinez and called on her to resign on sunday  after a year old audio recording emerged of her making racist remarks about a council member s black son   ,"New York, NY",597,8808966,CBSNews,56,157,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
chinese cities are imposing fresh lockdowns and travel restrictions after the number of new daily covid  cases tripled during a weeklong holiday  ,"New York, NY",597,8808966,CBSNews,15,23,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
the former chair of the u s  federal reserve board and two u s  based economists get the nobel prize in economic sciences for research showing  why avoiding bank collapses is vital    ,"New York, NY",597,8808966,CBSNews,13,24,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
in a call about a year ago  nury martinez  among other things  made a racist remark about a fellow council member s black son  and now says her comments were made  in a moment of intense frustration and anger   ,"New York, NY",597,8808966,CBSNews,22,41,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
security camera footage shows the moment a person walking along the glass bridge in kyiv  ukraine  was nearly hit by a missile  the bridge was one of several areas in kyiv and other cities struck by russian forces on monday morning   ,"New York, NY",597,8808966,CBSNews,51,76,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
almost everyone on board a boat   roughly  people   died when it capsized in a flood swollen river in nigeria s anambra state  president muhammadu buhari said on sunday    ,"New York, NY",597,8808966,CBSNews,6,26,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
the surfer  who now has nearly  inches of staples  said that after the shark clamped onto his leg and board  he grabbed the shark s body with one hand and kicked at its head with his free leg until it let him go and swam away  ,"New York, NY",597,8808966,CBSNews,11,65,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
north korea says kim jong un oversaw the recent missile tests that involved  tactical nuclear  drills to simulate hitting the south and that the drills were a response to u s  led joint military exercises in the region  ,"New York, NY",597,8808966,CBSNews,13,25,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
harvey weinstein is facing another trial over rape and sexual assault charges   this time in l a   police are investigating a shooting outside ny rep  lee zeldin s home  and runner emily sisson sets new american record at the chicago marathon  here s what s coming up on cbs news  ,"New York, NY",597,8808966,CBSNews,8,26,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
 year old chloe campbell has been missing since sept    when her parents say eyewitnesses saw her with two  older men  who were  too old to be in high school   ,"New York, NY",597,8808966,CBSNews,36,40,1,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
a result is imminent in brazil s crucial presidential election   follow updates from  katywatson  vanessabusch  lauratrevelyan and others here  ,USA,998,1066,glevns,4,3,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  berniedebusmann  in florida  we ve been hearing some harrowing tales of  hurricanian and lots of uncertainty about what the future migh ,USA,998,1066,glevns,6,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcbreaking  queen elizabeth ii  the uk s monarch for the past  years  has died aged  ,USA,998,1066,glevns,221911,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcbreaking  myles sanderson  the canadian mass stabbing suspect  has been arrested   ending manhunt that took in three provinces https ,USA,998,1066,glevns,323,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  hollyhonderich  as serena williams prepares for her final appearance at the us open  a look back at the moment that launched her matchl ,USA,998,1066,glevns,6,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  berniedebusmann  for years  radio mambi in  miami has been a fixture of the city s airwaves  but now  a surprise sale has sparked contr ,USA,998,1066,glevns,7,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  joelmgunter  sas operatives in afghanistan repeatedly killed detainees and unarmed men in suspicious circumstances  according to a bbc ,USA,998,1066,glevns,106,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 alixkroeger  bbcnorthamerica thanks alix ,USA,998,1066,glevns,0,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
excited to start as a news editor with the brilliant      bbcnorthamerica  team  i ll be in washington until the end of the year  boldly predicting that it could be busy  ,USA,998,1066,glevns,0,11,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  hugobachega  civilians leaving russian occupied mariupol are forced to go through filtration  it s humiliating for most  brutal for som ,USA,998,1066,glevns,75,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  mrjohnofarrell  this obituary in today s  guardian is an incredible story  that s one hell of an epiphany in the middle of his life  ht ,USA,998,1066,glevns,1005,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  cymru  cwpan y byd     ,USA,998,1066,glevns,3486,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  tessa_wong  if you only had to read one jubilee piece it s this excellent deep dive into the queen and her corgis by  bexseales   featu ,USA,998,1066,glevns,6,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  joelmgunter  after the discovery of the atrocities in bucha came the job of collecting of the dead    it is being done  with extraordin ,USA,998,1066,glevns,72,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  hugobachega  a week ago  a theatre in the besieged city of mariupol where hundreds of civilians were sheltering was attacked  ukraine a ,USA,998,1066,glevns,341,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  sissydissy  we are hiring journalists for the  bbcnews digital news team  we want excellent writers with creative ideas for covering th ,USA,998,1066,glevns,278,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 i didn t know whether i would meet russian forces  when i will return to my home  and whether it will be standing  it is impossible to know     another moving piece from marta shokalo  who left kyiv with her son this morning  ,USA,998,1066,glevns,1,5,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  ponniahkevin  as russian forces enter kyiv  follow live updates from  bbcnews here  this is a huge collaborative effort running   an ,USA,998,1066,glevns,5,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  joelmgunter  stigma over mental health and a lack of clarity around the statistics are clouding the toll of suicide on ukraine s milita ,USA,998,1066,glevns,11,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 maxrushden  guardian_sport    johnbrewin_  bglendenning after the two teams least interested in playing football finally took to the field for a   draw   what s the longest you ve avoided doing something you re terrible at ,USA,998,1066,glevns,0,5,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcstever  trying to press alexander lukashenko on human rights in belarus  you can watch a  min version of our interview today on  b ,USA,998,1066,glevns,3285,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  georginarannard  dozens of english language trainers for the british council in afghanistan told me they re being denied uk visas becau ,USA,998,1066,glevns,3,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcworld   they will kill me   desperate afghans seek way out after taliban takeover ,USA,998,1066,glevns,291,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
one of the great things about this euros has been the official wales fans spokesman  elisjames channeling exactly what we re feeling at each stage  i am  however  already extremely tense  ,USA,998,1066,glevns,0,2,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  hugobachega  thousands of illegal miners have invaded the brazilian amazon under president bolsonaro  deforestation and violence agains ,USA,998,1066,glevns,5,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  kl_coop  every year an unknown number of american children are sent away into programmes meant to fix them    the troubled teen industr ,USA,998,1066,glevns,58,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  elisjames  turkey  wales   if only i could bottle this feeling  it s heaven,USA,998,1066,glevns,227,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt                                                                                                                    c mon         ,USA,998,1066,glevns,278,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 vickybaker thanks vicky ,USA,998,1066,glevns,0,1,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
crump has represented the families of george floyd  breonna taylor  daunte wright and dozens more in their civil suits  those i spoke to suggested he was always given the call due to a mixture of momentum  proven results  and media savviness ,USA,998,1066,glevns,1,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
ben crump is seemingly involved in every high profile police shooting case in america  i wondered why it was always him  and spoke to his friends and the families he s worked with to try and find out  ,USA,998,1066,glevns,3,5,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcbreaking  judge peter cahill reads guilty verdict in trial of derek chauvin  the former policeman who has been convicted of murderin ,USA,998,1066,glevns,3971,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcbreaking  jury reaches verdict in murder trial of derek chauvin over death of george floyd in may   follow our live coverage ahe ,USA,998,1066,glevns,469,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbclbicker   the grim reality of reporting in china that pushed me out  by   thejohnsudworth   ,USA,998,1066,glevns,50,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcsport  wales are  sixnations champions     scotland seal victory right at the end   ft  france   scotland   fravsco  bbcrugby,USA,998,1066,glevns,519,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
oliver     i would just push the back until it was free  i ve seen things like this in my life    harper     they should get everyone in egypt  and everyone brings their own rope    and everyone pulls it     ask kids  is the best story treatment imo  ,USA,998,1066,glevns,0,5,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 gerryholt  bbcworld  hughesroland diolch gerry  it s actually curry night in   so slightly less depressing i suppose   ,USA,998,1066,glevns,0,1,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 kl_coop  daniellehayd love him  you just don t get this from your peps and your joses,USA,998,1066,glevns,0,2,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  atmccann  been thinking a lot about vaccine inequality lately   this piece is the result of working with nyt reporters across more than ,USA,998,1066,glevns,618,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  sfchronicle  lawrence ferlinghetti  san francisco poet and co founder of city lights  has died    here s an interview with ferlinghetti ,USA,998,1066,glevns,37,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  paulkirbyuk  after a year of covid in europe my bbc colleagues and others have considered what has changed in this time of pandemic     ,USA,998,1066,glevns,10,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
 vickybaker this was really brilliant  loved it ,USA,998,1066,glevns,0,5,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  vickybaker  jim haynes opened his paris home to anyone who wanted to come to dinner  every sunday for  plus yrs  until he was   and ,USA,998,1066,glevns,72,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
