...1,text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,description,label
7,RT @CBS_Herridge: NEW: SEC Wormuth @AUSAorg “I am pleased to announce this morning that working closely with the Air Force we now have plan…,"New York, NY",597,8808966,CBSNews,30,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
8,"Great Scott!: The crowd went wild at the New York Comic Convention when the stars of the 'Back to the Future' trilogy, Michael J Fox and Christopher Lloyd, reunited with an onstage embrace. ","New York, NY",597,8808966,CBSNews,28,169,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
9,"Georgia's Republican Lt. Gov. Geoffrey Duncan has spoken out against Herschel Walker, the current GOP Senate nominee in the state.  ","New York, NY",597,8808966,CBSNews,23,68,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
10,RT @edokeefe: JUST IN: @POTUS Biden says the United States “strongly condemns” Russia’s attacks across Ukraine today: “These attacks only f…,"New York, NY",597,8808966,CBSNews,64,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
11,The difference between a mediocre 401(k) plan and a great one could translate into tens of thousands of dollars more in future retirement money. ,"New York, NY",597,8808966,CBSNews,3,17,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
12,"Nikki Finke, the veteran reporter who became one of Hollywood's top journalists as founder of the entertainment trade website Deadline. com and whose sharp-tongued tenacity made her the most-feared columnist in show business, has died. ","New York, NY",597,8808966,CBSNews,7,12,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
13,"RT @CBSMornings: Coordinated Russian attacks in at least eight cities have left Ukrainians scrambling in fear.

It is apparent payback for…","New York, NY",597,8808966,CBSNews,15,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
14,"RT @CBSMornings: More than a week after Tua Tagovailoa was carted off the field on a stretcher, the NFL played its first slate of games und…","New York, NY",597,8808966,CBSNews,16,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
15,"RT @CBSMornings: Critics are calling comments by Alabama Senator Tommy Tuberville overtly racist, after he made remarks about reparations d…","New York, NY",597,8808966,CBSNews,26,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
16,"RT @CBSMornings: Kanye West has been restricted from Instagram and locked out of Twitter, after posting anti-Semitic remarks on the platfor…","New York, NY",597,8808966,CBSNews,21,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
17,"RT @CBSMornings: Actor @yahya is making his Broadway debut in @topdogbway, which he says ""embraced"" him from the moment he first read it 15…","New York, NY",597,8808966,CBSNews,11,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
18,"In a video posted on social media, a man claiming to be a Mexican drug cartel leader says an attack that killed 20 people including a mayor was in fact aimed at him.   ","New York, NY",597,8808966,CBSNews,11,10,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
19,Officials at Vanderbilt University Medical Center announced Friday that they are pausing gender-affirming surgeries for minors in order to review their practices. ,"New York, NY",597,8808966,CBSNews,8,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
20,"An 80-year-old woman was mauled to death by two dogs while she was out for a walk, authorities in California said. ","New York, NY",597,8808966,CBSNews,16,34,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
21,It's possible the Parkland school shooter talked himself into a death sentence after prosecutors last week played videos of his jailhouse interviews with two of their mental health experts.  ,"New York, NY",597,8808966,CBSNews,7,11,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
22,"RT @60Minutes: ""They want to basically sway public opinions—demoralize the public—make their eventual takeover that much easier.""

Cybersec…","New York, NY",597,8808966,CBSNews,27,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
23,"A 12-year-old Palestinian boy died Monday after being shot and wounded by Israeli soldiers during a weekend army raid in a refugee camp in the occupied West Bank, the Palestinian Health Ministry said. ","New York, NY",597,8808966,CBSNews,16,23,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
24,"WikiLeaks founder Julian Assange has tested positive for COVID-19, his wife said on Monday, as she battles his extradition to the United States.  ","New York, NY",597,8808966,CBSNews,10,18,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
25,"An investigation at a Virginia airport has revealed that a student pilot was flying a small plane when it crashed, killing the flight instructor, authorities say. ","New York, NY",597,8808966,CBSNews,10,18,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
26,Pope Francis on Sunday denounced Europe's indifference toward migrants risking their lives to cross the Mediterranean Sea as he elevated to sainthood an Italian bishop and Italian-born missionary.   ,"New York, NY",597,8808966,CBSNews,15,57,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
27,"Rapper Ye — also known by his given name, Kanye West — has been locked out of his Twitter account ""due to a violation of Twitter's policies,"" the social media platform told CBS News in a statement.  ","New York, NY",597,8808966,CBSNews,34,101,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
28,"RT @CBSNewsPress: ICYMI: Some of @CBSNews' impactful pieces this week

➡️@andersoncooper's interview w/ Bart Barber
➡️Kari Lake &amp; Katie Hob…","New York, NY",597,8808966,CBSNews,6,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
29,"A Texas police officer who shot and wounded a teenager who had been sitting in his car eating a hamburger has been fired, police said.  ","New York, NY",597,8808966,CBSNews,58,240,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
30,The Tampa Bay Lightning suspended defenseman Ian Cole pending an investigation into allegations made on social media that he sexually abused a woman when she was a minor.  ,"New York, NY",597,8808966,CBSNews,7,17,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
31,"More than 17,400 Afghan evacuees brought to the U.S. under a temporary legal authority have filed applications for asylum or special visa status, according to unpublished government statistics shared with CBS News. ","New York, NY",597,8808966,CBSNews,12,33,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
32,"RT @CBSMornings: “Tacos are a force for good”: José Ralat (@TacoTrail) is an award-winning taco editor, who says the beloved dish is worth…","New York, NY",597,8808966,CBSNews,39,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
33,RT @CBSMornings: This Colorado radio station runs like any other — but its 14 hosts are inmates at correctional facilities across the state…,"New York, NY",597,8808966,CBSNews,19,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
34,"RT @CBSMornings: When Charlotte McCourt set out to sell Girl Scout cookies, she used a unique tactic to bring in customers: “Truth in adver…","New York, NY",597,8808966,CBSNews,23,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
35,"RT @CBSMornings: Former officer Michael Fanone suffered burns, a heart attack and traumatic brain injuries after rioters assaulted him duri…","New York, NY",597,8808966,CBSNews,86,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
36,RT @CBSMornings: Health officials are warning Americans about an early and long flu season — but less than half of adults plan on getting t…,"New York, NY",597,8808966,CBSNews,19,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
37,RT @CBSMornings: The latest CBS News-YouGov BattleGround Tracker shows the Senate is essentially a toss-up in next month’s midterms. Each p…,"New York, NY",597,8808966,CBSNews,9,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
38,"RT @CBSMornings: CBS News obtained first access to audio secretly recorded in June 2021 by former D.C. officer Michael Fanone, who was inju…","New York, NY",597,8808966,CBSNews,709,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
39,"RT @CBSMornings: Artist and author @OliverJeffers has sold more than 14 million books worldwide, taking readers through captivating stories…","New York, NY",597,8808966,CBSNews,13,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
40,"Protesters gathered outside the home of Los Angeles City Council President Nury Martinez and called on her to resign on Sunday, after a year-old audio recording emerged of her making racist remarks about a council member's Black son.  ","New York, NY",597,8808966,CBSNews,56,157,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
41,Chinese cities are imposing fresh lockdowns and travel restrictions after the number of new daily COVID-19 cases tripled during a weeklong holiday. ,"New York, NY",597,8808966,CBSNews,15,23,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
42,"The former chair of the U.S. Federal Reserve Board and two U.S.-based economists get the Nobel Prize in economic sciences for research showing ""why avoiding bank collapses is vital.""  ","New York, NY",597,8808966,CBSNews,13,24,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
43,"In a call about a year ago, Nury Martinez, among other things, made a racist remark about a fellow council member's Black son, and now says her comments were made ""in a moment of intense frustration and anger."" ","New York, NY",597,8808966,CBSNews,22,41,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
44,"Security camera footage shows the moment a person walking along the Glass Bridge in Kyiv, Ukraine, was nearly hit by a missile. The bridge was one of several areas in Kyiv and other cities struck by Russian forces on Monday morning.  ","New York, NY",597,8808966,CBSNews,51,76,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
45,"Almost everyone on board a boat – roughly 85 people – died when it capsized in a flood-swollen river in Nigeria's Anambra state, President Muhammadu Buhari said on Sunday.

 ","New York, NY",597,8808966,CBSNews,6,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
46,"The surfer, who now has nearly 19 inches of staples, said that after the shark clamped onto his leg and board, he grabbed the shark's body with one hand and kicked at its head with his free leg until it let him go and swam away. ","New York, NY",597,8808966,CBSNews,11,65,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
47,"North Korea says Kim Jong Un oversaw the recent missile tests that involved ""tactical nuclear"" drills to simulate hitting the South and that the drills were a response to U.S.-led joint military exercises in the region. ","New York, NY",597,8808966,CBSNews,13,25,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
48,"Harvey Weinstein is facing another trial over rape and sexual assault charges – this time in L.A., police are investigating a shooting outside NY Rep. Lee Zeldin's home, and runner Emily Sisson sets new American record at the Chicago Marathon. Here's what's coming up on CBS News. ","New York, NY",597,8808966,CBSNews,8,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
49,"14-year-old Chloe Campbell has been missing since Sept. 30, when her parents say eyewitnesses saw her with two ""older men"" who were ""too old to be in high school."" ","New York, NY",597,8808966,CBSNews,36,40,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",truth
0,"A result is imminent in Brazil's crucial presidential election - follow updates from @katywatson @vanessabusch @LauraTrevelyan and others here:
",USA,998,1066,glevns,4,3,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
1,"RT @BernieDebusmann: In Florida, we've been hearing some harrowing tales of #HurricanIan and lots of uncertainty about what the future migh…",USA,998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
2,"RT @BBCBreaking: Queen Elizabeth II, the UK’s monarch for the past 70 years, has died aged 96 ",USA,998,1066,glevns,221911,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
3,"RT @BBCBreaking: Myles Sanderson, the Canadian mass stabbing suspect, has been arrested - ending manhunt that took in three provinces https…",USA,998,1066,glevns,323,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
4,"RT @hollyhonderich: As Serena Williams prepares for her final appearance at the US Open, a look back at the moment that launched her matchl…",USA,998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
5,"RT @BernieDebusmann: For years, Radio Mambi in #Miami has been a fixture of the city's airwaves. But now, a surprise sale has sparked contr…",USA,998,1066,glevns,7,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
6,"RT @joelmgunter: SAS operatives in Afghanistan repeatedly killed detainees and unarmed men in suspicious circumstances, according to a BBC…",USA,998,1066,glevns,106,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
7,@AlixKroeger @BBCNorthAmerica Thanks Alix!,USA,998,1066,glevns,0,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
8,Excited to start as a news editor with the brilliant ⁦⁦⁦⁦@BBCNorthAmerica⁩ team. I’ll be in Washington until the end of the year. Boldly predicting that it could be busy… ,USA,998,1066,glevns,0,11,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
9,"RT @hugobachega: Civilians leaving Russian-occupied Mariupol are forced to go through filtration. It's humiliating for most, brutal for som…",USA,998,1066,glevns,75,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
10,"RT @mrjohnofarrell: This obituary in today's @guardian is an incredible story. That's one hell of an epiphany in the middle of his life.
ht…",USA,998,1066,glevns,1005,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
11,RT @Cymru: CWPAN Y BYD!!!! ,USA,998,1066,glevns,3486,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
12,RT @tessa_wong: If you only had to read one Jubilee piece it's this excellent deep dive into the Queen and her Corgis by @BexSeales . Featu…,USA,998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
13,"RT @joelmgunter: After the discovery of the atrocities in Bucha came the job of collecting of the dead. 

It is being done, with extraordin…",USA,998,1066,glevns,72,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
14,"RT @hugobachega: A week ago, a theatre in the besieged city of Mariupol where hundreds of civilians were sheltering was attacked. Ukraine a…",USA,998,1066,glevns,341,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
15,RT @sissydissy: We are hiring journalists for the @BBCNews Digital News team. We want excellent writers with creative ideas for covering th…,USA,998,1066,glevns,278,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
16,"'I didn't know whether I would meet Russian forces. When I will return to my home, and whether it will be standing, it is impossible to know.' 

Another moving piece from Marta Shokalo, who left Kyiv with her son this morning.
",USA,998,1066,glevns,1,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
17,"RT @PonniahKevin: As Russian forces enter Kyiv, follow live updates from @BBCNews here. This is a huge collaborative effort running 24/7 an…",USA,998,1066,glevns,5,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
18,RT @joelmgunter: Stigma over mental health and a lack of clarity around the statistics are clouding the toll of suicide on Ukraine’s milita…,USA,998,1066,glevns,11,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
19,@maxrushden @guardian_sport @Towno10 @JohnBrewin_ @bglendenning After the two teams least interested in playing football finally took to the field for a 0-0 draw - what's the longest you've avoided doing something you're terrible at?,USA,998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
20,RT @BBCSteveR: Trying to press Alexander Lukashenko on human rights in Belarus. You can watch a 24-min version of our interview today on @B…,USA,998,1066,glevns,3285,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
21,RT @GeorginaRannard: Dozens of English language trainers for the British Council in Afghanistan told me they’re being denied UK visas becau…,USA,998,1066,glevns,3,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
22,RT @BBCWorld: 'They will kill me': Desperate Afghans seek way out after Taliban takeover ,USA,998,1066,glevns,291,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
23,"One of the great things about this Euros has been the Official Wales Fans Spokesman @elisjames channeling exactly what we're feeling at each stage. I am, however, already extremely tense  ",USA,998,1066,glevns,0,2,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
24,RT @hugobachega: Thousands of illegal miners have invaded the Brazilian Amazon under President Bolsonaro. Deforestation and violence agains…,USA,998,1066,glevns,5,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
25,"RT @kl_coop: Every year an unknown number of American children are sent away into programmes meant to fix them. 

The Troubled Teen Industr…",USA,998,1066,glevns,58,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
26,RT @elisjames: Turkey 0 Wales 2. If only I could bottle this feeling. It’s heaven,USA,998,1066,glevns,227,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
27,RT @C4Ciaran: 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿C’mon 🏴󠁧󠁢󠁷󠁬󠁳󠁿…,USA,998,1066,glevns,278,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
28,@vickybaker Thanks Vicky!,USA,998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
29,"Crump has represented the families of George Floyd, Breonna Taylor, Daunte Wright and dozens more in their civil suits. Those I spoke to suggested he was always given the call due to a mixture of momentum, proven results, and media-savviness.",USA,998,1066,glevns,1,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
30,"Ben Crump is seemingly involved in every high-profile police shooting case in America. I wondered why it was always him, and spoke to his friends and the families he's worked with to try and find out:
",USA,998,1066,glevns,3,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
31,"RT @BBCBreaking: Judge Peter Cahill reads guilty verdict in trial of Derek Chauvin, the former policeman who has been convicted of murderin…",USA,998,1066,glevns,3971,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
32,"RT @BBCBreaking: Jury reaches verdict in murder trial of Derek Chauvin over death of George Floyd in May 2020

Follow our live coverage ahe…",USA,998,1066,glevns,469,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
33,RT @BBCLBicker: 'The grim reality of reporting in China that pushed me out’ by ⁦@TheJohnSudworth⁩  ,USA,998,1066,glevns,50,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
34,"RT @BBCSport: WALES ARE #SIXNATIONS CHAMPIONS! 👑

Scotland seal victory right at the end!

FT

France 23-27 Scotland

#FRAvSCO #bbcrugby",USA,998,1066,glevns,519,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
35,"Oliver, 6: “I would just push the back until it was free. I’ve seen things like this in my life.""

Harper, 13: “They should get everyone in Egypt, and everyone brings their own rope... and everyone pulls it.""

'Ask kids' is the best story treatment imo

",USA,998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
36,"@Gerryholt @BBCWorld @hughesroland Diolch Gerry! It's actually curry night in W1A, so slightly less depressing I suppose...",USA,998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
37,@kl_coop @daniellehayd Love him. You just don't get this from your Peps and your Joses,USA,998,1066,glevns,0,2,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
38,RT @atmccann: been thinking a lot about vaccine inequality lately — this piece is the result of working with NYT reporters across more than…,USA,998,1066,glevns,618,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
39,"RT @sfchronicle: Lawrence Ferlinghetti, San Francisco poet and co-founder of City Lights, has died. 

Here's an interview with Ferlinghetti…",USA,998,1066,glevns,37,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
40,RT @paulkirbyuk: After a year of Covid in Europe my BBC colleagues and others have considered what has changed in this time of pandemic - @…,USA,998,1066,glevns,10,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
41,@vickybaker This was really brilliant. Loved it!,USA,998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
42,"RT @vickybaker: Jim Haynes opened his Paris home to anyone who wanted to come to dinner. Every Sunday for 40-plus yrs, until he was 87. And…",USA,998,1066,glevns,72,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
43,"RT @BBCBreaking: ""Congratulations Mr President""

Joe Biden sworn in by Supreme Court Chief Justice John Roberts, becoming the 46th presiden…",USA,998,1066,glevns,1082,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
44,"RT @vickybaker: Unusual for the BBC News website and app to lead with a video. Figured it had to be strong, but this is something else. A d…",USA,998,1066,glevns,52,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
45,RT @BBCSteveR: The moment Alexei Navalny was detained at passport control in Moscow's Sheremetevo Airport. Camera @LizaVereykina Producer @…,USA,998,1066,glevns,630,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
46,"A few months ago @drjuliashaw and @SofieHagen devoted an episode of their podcast to a story I wrote, and used my (low quality) recordings and various other stuff. They're v good - you can listen here: ",USA,998,1066,glevns,1,8,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
47,"RT @BBCBreaking: US Capitol on lockdown as Trump demonstrators swarm the building during Biden certification debate

Latest: ",USA,998,1066,glevns,3713,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
48,RT @PatriciaMazzei: Every paragraph of this piece by Jeff Leen on John le Carré’s Miami swing to do research for “The Night Manager” is del…,USA,998,1066,glevns,69,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
49,"A combined effort from @maddysavage, @Hedgecoe, @BethanyBellBB, Dany Mitzman and others",USA,998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿,truth
0,"Atletico Madrid striker Antoine Griezmann made his loan from Barcelona permanent on Monday by signing a contract to stay in the Spanish capital until 2026.
#AFPSports

",France,606,2412700,AFP,6,13,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
1,"Residents of Las Tejerias on Monday used picks, shovels and any tools they could find to dig through a thick bank of mud deposited on the northern Venezuelan town after a landslide over the weekend killed at least 25 people and left 52 missing.

 ",France,606,2412700,AFP,14,18,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
2,"China recorded more than 2,000 Covid cases on Monday, its highest level for a month, as officials imposed new lockdowns and restrictions to stop outbreaks from spreading to the capital ahead of the Communist Party Congress.

Full story:  ",France,606,2412700,AFP,20,29,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
3,"American Dustin Johnson has pocketed $18 million after securing the inaugural LIV Golf individual championship, organisers of the Saudi-backed breakaway tour announced Monday.

Read more from #AFPSports:  ",France,606,2412700,AFP,1,10,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
4,#BREAKING EU declares Nicaragua envoy persona non grata: statement ,France,606,2412700,AFP,34,52,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
