,text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,description
42,"RT @vickybaker: Jim Haynes opened his Paris home to anyone who wanted to come to dinner. Every Sunday for 40-plus yrs, until he was 87. And…","Washington, DC",998,1066,glevns,72,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
43,"RT @BBCBreaking: ""Congratulations Mr President""

Joe Biden sworn in by Supreme Court Chief Justice John Roberts, becoming the 46th presiden…","Washington, DC",998,1066,glevns,1082,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
44,"RT @vickybaker: Unusual for the BBC News website and app to lead with a video. Figured it had to be strong, but this is something else. A d…","Washington, DC",998,1066,glevns,52,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
45,RT @BBCSteveR: The moment Alexei Navalny was detained at passport control in Moscow's Sheremetevo Airport. Camera @LizaVereykina Producer @…,"Washington, DC",998,1066,glevns,630,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
46,"A few months ago @drjuliashaw and @SofieHagen devoted an episode of their podcast to a story I wrote, and used my (low quality) recordings and various other stuff. They're v good - you can listen here: https://t.co/vsxPOewale","Washington, DC",998,1066,glevns,1,8,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
47,"RT @BBCBreaking: US Capitol on lockdown as Trump demonstrators swarm the building during Biden certification debate

Latest: https://t.co/t…","Washington, DC",998,1066,glevns,3713,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
48,RT @PatriciaMazzei: Every paragraph of this piece by Jeff Leen on John le Carré’s Miami swing to do research for “The Night Manager” is del…,"Washington, DC",998,1066,glevns,69,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
49,"A combined effort from @maddysavage, @Hedgecoe, @BethanyBellBB, Dany Mitzman and others","Washington, DC",998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
0,"Atletico Madrid striker Antoine Griezmann made his loan from Barcelona permanent on Monday by signing a contract to stay in the Spanish capital until 2026.
#AFPSports

https://t.co/7cIE5DiH4d",France,606,2412700,AFP,6,13,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
1,"Residents of Las Tejerias on Monday used picks, shovels and any tools they could find to dig through a thick bank of mud deposited on the northern Venezuelan town after a landslide over the weekend killed at least 25 people and left 52 missing.

https://t.co/5hRHORDEnO https://t.co/ZMsYfNzf12",France,606,2412700,AFP,14,18,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
2,"China recorded more than 2,000 Covid cases on Monday, its highest level for a month, as officials imposed new lockdowns and restrictions to stop outbreaks from spreading to the capital ahead of the Communist Party Congress.

Full story: https://t.co/mnVmZ0mRpr https://t.co/3djg6sSiav",France,606,2412700,AFP,20,29,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
3,"American Dustin Johnson has pocketed $18 million after securing the inaugural LIV Golf individual championship, organisers of the Saudi-backed breakaway tour announced Monday.

Read more from #AFPSports: https://t.co/wfCDl8UqyV https://t.co/h9weM1S4gU",France,606,2412700,AFP,1,10,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
4,#BREAKING EU declares Nicaragua envoy persona non grata: statement https://t.co/jZ477Nmuba,France,606,2412700,AFP,34,52,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
5,"Chad's ruler said Monday a national unity government would be created soon to steer the country toward eventual civilian rule, with him as interim president.

Mahamat Idriss Deby Itno came to power last year after his long-ruling father died in combat.

https://t.co/59aQcAZYLh",France,606,2412700,AFP,9,16,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
6,"Kyiv residents describe to AFP's @EmmanuelP_AFP
being shaken awake by Russia's missile strikes Monday morning.

""We saw the smoke, then the cars and then we realised we had no more windows,""  says one Ukrainian woman.

https://t.co/RSdIvTy95p",France,606,2412700,AFP,13,48,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
7,"Air France and Airbus were put on trial Monday on charges of involuntary manslaughter over the 2009 crash of a jet heading to Paris from Brazil, in which all 228 people on board were killed.

Full story: https://t.co/PPiGyl6zNI https://t.co/i4OKqkrglK",France,606,2412700,AFP,12,18,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
8,#BREAKING Biden condemns 'utter brutality' of Russian missile strikes on Ukraine https://t.co/dbrdcGIgyr,France,606,2412700,AFP,74,294,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
9,"For generations Paban Baroi's family guarded a temple to Shiva, the Hindu god of destruction, until Bangladesh's mighty Padma river wreaked havoc of its own, wiping out the shrine, their home, and 200 other houses in their village.
https://t.co/2UMrO0xNJ4",France,606,2412700,AFP,10,21,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
10,"#UPDATE RedBull and Aston Martin have been found in breach of F1 financial rules, the motor sports governing body (FIA) announced on Monday, saying any punishment would be decided at a later date. https://t.co/aQbrE4CDDw",France,606,2412700,AFP,17,43,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
11,#BREAKING Red Bull found guilty of breaching F1 cost cap: the FIA https://t.co/LkjNRCT4df,France,606,2412700,AFP,55,175,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
12,"An international footballer, an influential tech-blogger, a woman eating her breakfast without a headscarf. 
In Iran, no-one who expresses dissent is safe from being caught in the dragnet of a crackdown that has seen hundreds arrested in the last 3 weeks. 
https://t.co/3QYrX6xoqP",France,606,2412700,AFP,10,31,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
13,"Russian forces launch a barrage of fatal bombardments across Ukraine as President Vladimir Putin threatens more attacks and the West lashes out at Moscow's ""act of desperation"".
https://t.co/a5pYPcA61m",France,606,2412700,AFP,19,46,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
14,"Germany's cyber security agency chief is facing the sack over alleged ties with Russian intelligence services, government sources told AFP on Monday, amid heightened vigilance over potential sabotage activities by Moscow.
https://t.co/eidZ2Gea2m",France,606,2412700,AFP,54,133,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
15,"#UPDATE UN chief Antonio Guterres on Monday condemned Russia for launching a barrage of fatal bombardments across #Ukraine 
 
""This constitutes another unacceptable escalation of the war and, as always, civilians are paying the highest price,"" his spokesman said. https://t.co/68QEvKzu34",France,606,2412700,AFP,45,99,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
16,"VIDEO: Around a thousand people formed a human chain around the UK parliament in London on Saturday, demanding the release of WikiLeaks founder Julian Assange. https://t.co/VbwrOtGdjt",France,606,2412700,AFP,121,306,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
17,#BREAKING UN chief slams Russia strikes on Ukraine as 'unacceptable escalation' https://t.co/00aRw5ST6Q,France,606,2412700,AFP,98,294,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
18,"Five decades ago, a lawyer convinced a French court to acquit a teenage girl who illegally terminated her pregnancy after being raped, a landmark case that would pave the way for the right to abortion in France.
https://t.co/HQReTdY9Y8",France,606,2412700,AFP,20,48,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
19,"#UPDATE The ""deliberate strikes by Russia over the whole of Ukraine's territory and against civilians, it's a profound change in the nature of this war,"" French President Emmanuel Macron told reporters today. https://t.co/5x5iqMjW7m",France,606,2412700,AFP,166,435,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
20,"Instagram and Twitter say they have restricted the accounts of US rapper #KanyeWest over posts slammed as anti-Semitic.

Read the full story ➡️ https://t.co/LSyvXO0Xl0 https://t.co/4yFFNifIEl",France,606,2412700,AFP,19,47,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
21,#BREAKING Macron says Russian strikes signal 'profound change' in Ukraine war https://t.co/3lKmUpmyKK,France,606,2412700,AFP,268,1059,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
22,"A US trio including ex-Federal Reserve chief Ben Bernanke, who played a key role battling the 2008 financial crisis, won the economics Nobel on Monday for research on banks in times of turmoil.
https://t.co/FBZO6nty9G",France,606,2412700,AFP,6,17,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
23,"#UPDATE Belarusian leader Alexander Lukashenko, an ally of Russian President Vladimir Putin, said Monday that Lithuania, Poland and Ukraine were training Belarusian ""radicals"" for terror attacks, after announcing plans to deploy joint troops with Moscow. https://t.co/7gmDSzKGpR",France,606,2412700,AFP,74,122,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
24,"#BREAKING Lukashenko says Lithuania, Poland, Ukraine training Belarusian 'radicals' for terror attacks https://t.co/6evUI12mta",France,606,2412700,AFP,59,120,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
25,"#BREAKING NATO chief condemns ""Russia's horrific and indiscriminate attacks on civilian infrastructure in Ukraine https://t.co/hpGtcWmSe1",France,606,2412700,AFP,84,237,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
26,"#UPDATE ""No, Putin was not 'provoked' to unleash missile terror by (a blast on the) Crimea Bridge... Putin is desperate because of battlefield defeats and uses missile terror to try to change the pace of war in his favour,"" Ukraine's Foreign Minister Dmytro Kuleba said Monday. https://t.co/mNSQ9VcID0",France,606,2412700,AFP,105,326,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
27,#BREAKING Ukraine's Kuleba says Putin 'desperate because of battlefield defeats' https://t.co/lbPFdJRr5r,France,606,2412700,AFP,38,112,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
28,"VIDEO: President Volodymyr Zelensky says Russia targeted Ukraine's energy infrastructure during strikes on several Ukrainian cities on Monday, including using Iran-made drones. https://t.co/PwTkScPOeE",France,606,2412700,AFP,432,889,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
29,"An ✍️ interview with Nora Felder - the woman that made ""Running Up That Hill"" the unlikely summer smash through #StrangerThings
https://t.co/gKLcXrfAxV",France,606,2412700,AFP,6,20,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
30,"Protesters in #Iran remained defiant in the fourth week of a movement against the Islamic republic despite a crackdown including the use of tear gas in Tehran and reports Monday of heavy weaponry used in the Kurdish-populated northwest.
https://t.co/E6pSTbhfsD",France,606,2412700,AFP,42,55,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
31,"#UPDATE Heatwaves will become so extreme in certain regions of the world within the coming decades that human life there will be unsustainable, the #UN and #RedCross said Monday. https://t.co/waf7HXKIQY",France,606,2412700,AFP,47,63,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
32,"#UPDATE Russia's former president Dmitry Medvedev said Monday Russia's retaliatory mass strikes across Ukraine were only the ""first episode"".

""The first episode has been played. There will be others."" https://t.co/UOKjgRb4Hr",France,606,2412700,AFP,127,216,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
33,#BREAKING Russian ex-president says Ukraine strikes only 'first episode' https://t.co/zEnOKQUuAv,France,606,2412700,AFP,42,95,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
34,#UPDATE Ukraine on Monday accused Moscow of using Iranian-made drones sent from neighbouring Belarus as part of multiple deadly strikes that Russian forces launched across #Ukraine https://t.co/YZpSyFjtAP,France,606,2412700,AFP,72,125,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
35,"Here is what we know on North Korea's recent spate of ""tactical nuclear"" drills that state media said showed the country's nuclear combat forces were ""fully ready to hit and wipe out"" the enemy.
know:https://t.co/QmY3IN19L1",France,606,2412700,AFP,17,20,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
36,#BREAKING President Vladimir Putin on Monday confirmed Russian forces carried out a wave of missile attacks on #Ukraine cities that killed at least five people and knocked out energy infrastructure nationwide. https://t.co/8nMJgkPwDf,France,606,2412700,AFP,50,66,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
37,#BREAKING Russia targeting civilians 'amounts to a war crime': EU https://t.co/ThWGcUgsgj,France,606,2412700,AFP,97,293,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
38,#BREAKING Putin says response to more Ukrainian attacks will be 'severe' https://t.co/cPh53r8mAk,France,606,2412700,AFP,102,222,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
39,"#UPDATE The Kremlin said on Monday that a huge missile salvo across #Ukraine launched by its forces was within the framework of what Russia calls its ""special military operation"" in Ukraine. https://t.co/FuxOdZivXj",France,606,2412700,AFP,60,148,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
40,"#UPDATE G7 leaders and Ukrainian President Zelensky will hold emergency talks on Tuesday to discuss the latest Russian attacks on Ukraine, Berlin said. Chancellor Olaf Scholz has assured Zelensky ""of the solidarity of Germany and the other G7 states"". https://t.co/M8SexGSEYn",France,606,2412700,AFP,118,275,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
41,"#UPDATE Power outages were reported in several regions across Ukraine following multiple Russian strikes on Monday morning that targeted energy infrastructure, Ukrainian regional officials said. 
📸 Vehicles destroyed in Kyiv on October 10 https://t.co/k03NAqL5dw",France,606,2412700,AFP,35,66,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
42,"#BREAKING Heatwaves will make entire regions uninhabitable within decades: UN, Red Cross https://t.co/96Uevo9bLB",France,606,2412700,AFP,80,132,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
43,"#BREAKING G7 leaders, Zelensky to discuss Ukraine developments on Tuesday: Berlin https://t.co/4SZDsduRyf",France,606,2412700,AFP,75,270,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
44,#BREAKING Power cuts reported in several Ukraine regions after attacks: officials https://t.co/KxubF3UFNf,France,606,2412700,AFP,20,63,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
45,"""The destruction of Taiwan's democracy and freedom would be a grave defeat for the world's democracies"". 
Taiwan's leader warns Beijing that the island will never give up in a national day speech, drawing parallels with Russia's invasion of #Ukraine
https://t.co/kKcK7XWVXr",France,606,2412700,AFP,25,71,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
46,"#UPDATE Belarusian President Alexander Lukashenko, a close ally of Russian leader Vladimir Putin, claimed Monday that Ukraine was preparing an attack on his country's territory. 
""We have agreed to deploy a regional grouping of the Russian Federation and the Republic of Belarus"" https://t.co/ijZkvrxZj2",France,606,2412700,AFP,272,495,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
47,"#BREAKING Russia, Belarus to deploy joint regional troops: Lukashenko https://t.co/ax6n9WnJgX",France,606,2412700,AFP,432,578,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
48,#BREAKING Lukashenko accuses Ukraine of preparing an attack on Belarus https://t.co/REUoZ1VMGt,France,606,2412700,AFP,344,696,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
49,"#UPDATE The city of Lviv in western Ukraine was hit with electricity and hot water cuts after bombardments that targeted critical infrastructure, including energy facilities, Lviv mayor Andriy Sadovyi said Monday. https://t.co/GvNpgPf7oZ",France,606,2412700,AFP,36,47,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
0,"RT @ABC: ""This is not a strategic target. This is not a military target. This is a clear message of terror from Pres. Putin.""

@BrittClenne…",New York,440,1634766,ABCWorldNews,90,0,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
1,"The all-new @ABC News app is here!

Download now to get the all-new features like dark mode and personalized alerts for the topics you care about most: https://t.co/0V7QQKjmEi https://t.co/whEm4Ehk00",New York,440,1634766,ABCWorldNews,1,2,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
2,Jury selection begins in Los Angeles for the sexual assault trial of disgraced film producer Harvey Weinstein. https://t.co/1S006T0ilk,New York,440,1634766,ABCWorldNews,6,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
3,"NEW: Pres. Biden condemns missile strikes across Ukraine ordered by Russian President Vladimir Putin, saying the attacks “only further reinforce our commitment to stand with the people of Ukraine for as long as it takes.” https://t.co/6vlnsQNo0R https://t.co/iMjV4N3y1V",New York,440,1634766,ABCWorldNews,13,38,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
4,"A 2-year-old boy has been reunited with his parents after a suspected carjacking in Michigan, thanks to the teamwork of two school bus drivers. https://t.co/uV1ZNuhkw5",New York,440,1634766,ABCWorldNews,3,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
5,The San Antonio Police Department fired a police officer after bodycam footage showed him shooting a teenager in a McDonald's parking lot in Texas. https://t.co/QKmWc2bMAw,New York,440,1634766,ABCWorldNews,7,14,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
6,"There were 300,000 fewer COVID deaths and 650,000 fewer hospitalizations among seniors because of vaccines, according to a new HHS report. https://t.co/JXwoy6NWtJ",New York,440,1634766,ABCWorldNews,10,35,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
7,"Some of the nation's largest airports have been targeted for cyberattacks by an attacker within the Russian Federation, a senior official briefed confirms to @ABC News. https://t.co/GJq4ap7tol",New York,440,1634766,ABCWorldNews,8,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
8,North Korea released images of the country's leader Kim Jong Un overseeing a missile launch. North Korea says its recent barrage of missile launches were tests of its tactical nuclear weapons to “hit and wipe out” potential South Korean and U.S. targets. https://t.co/aMXAZb5NYv https://t.co/ri3anNjN4y,New York,440,1634766,ABCWorldNews,9,8,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
9,"Individual travelers will be able to visit Japan without visas beginning on Tuesday, just like in pre-COVID-19 times, and electronics stores, airlines and various tourists spots have big hopes for a revival of their businesses. https://t.co/zqoQqXkWFu",New York,440,1634766,ABCWorldNews,6,21,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
10,"Experts have described the pandemic as a kind of ""perfect storm"" in negatively impacting mental health. https://t.co/D3jGndF73D",New York,440,1634766,ABCWorldNews,4,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
11,"BATTLE FOR CONTROL OF CONGRESS: Four weeks until the critical midterm elections, prominent Republicans are standing behind former football star and Senate candidate Herschel Walker despite the abortion controversy. @maryaliceparks has more. https://t.co/wIixdvC4aq https://t.co/wTf294sDnt",New York,440,1634766,ABCWorldNews,4,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
12,"“As soon as we launch the drone the Russians are hunting for us."" https://t.co/Njyg4T8QQN",New York,440,1634766,ABCWorldNews,8,14,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
13,"RT @GMA: ""We were also woken up this morning by the sound of multiple strikes ... these strikes have not targeted military sites, they've t…",New York,440,1634766,ABCWorldNews,35,0,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
14,"UKRAINE LATEST: Russian President Putin said Monday’s attacks on civilian areas across Ukraine were a response to Saturday’s attack on the bridge connecting Russia and Crimea. At least eight people were killed and 24 injured in Kyiv, officials said. https://t.co/pHB2rLUBtn",New York,440,1634766,ABCWorldNews,5,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
15,"The Nobel Prize in economics was awarded to Ben Bernanke, Douglas W. Diamond and Philip H. Dybvig on Monday for their research on banks and financial crises. https://t.co/iN6SX4cU76",New York,440,1634766,ABCWorldNews,3,18,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
16,Football fans packed the stands for Pewaukee High School's homecoming game in Wisconsin. One player changed the game. Senior Ava Matz took the first snap of the game as starting quarterback. @linseydavis reports. https://t.co/wIixdvC4aq https://t.co/aqdZYij5KQ,New York,440,1634766,ABCWorldNews,13,38,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
17,"The FBI have joined the urgent search for 20-month-old Quinton Simon who was last seen Wednesday morning at his home in Savannah, Georgia. Officials say they’re working 18 to 20 hour days in hopes of finding him alive. @reporterfaith has more. https://t.co/NkHxAEIPQC https://t.co/xRwqcWAZL4",New York,440,1634766,ABCWorldNews,16,30,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
18,"A San Antonio police officer has been fired after body camera video footage showed him shooting an unarmed 17-year old, who had been eating fast food in a parking lot and drove away after the officer opened his car door.  @Zohreen has more. https://t.co/wIixdvC4aq https://t.co/QgfEZagxs7",New York,440,1634766,ABCWorldNews,21,34,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
19,"The N.F.L and Players’ Union said the amended protocols, which first took effect during Sunday’s games, will now prohibit a player from returning to play if he shows signs of impaired balance, coordination, or dysfunctional speech. @lipoftv has more. https://t.co/wIixdvC4aq https://t.co/sxL8Ngjv5t",New York,440,1634766,ABCWorldNews,10,26,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
20,Football fans packed the stands for Pewaukee High School's homecoming game in Wisconsin. One player changed the game. Senior Ava Matz took the first snap of the game as starting quarterback. @LinseyDavis reports. https://t.co/wIixdvC4aq https://t.co/XmukD7dRib,New York,440,1634766,ABCWorldNews,10,40,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
21,"Anti-government protests are spreading in Iran, as hackers successfully infiltrated the airways by interrupting a newscast for several seconds with a message in solidarity with the protestors calling for people to join and rise up. Lama Hasan reports. https://t.co/wIixdvC4aq https://t.co/Cahs0c7zSE",New York,440,1634766,ABCWorldNews,63,205,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
22,"Putin called the massive explosion that damaged a critical bridge connecting Russia to Crimea, a ""terrorist act"" and blamed Ukraine. As @brittclennett reports, Putin's accusation comes just hours after Russian forces attacked civilian targets in Ukraine. https://t.co/lsaf9daTMY https://t.co/TOezfo4HOv",New York,440,1634766,ABCWorldNews,17,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
23,#WorldNewsTonight with @LinseyDavis starts in 5 minutes. RT if you're watching! https://t.co/9ujJyzUnYi,New York,440,1634766,ABCWorldNews,9,23,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
24,California Gov. Gavin Newsom will call a special session of the state Legislature to pass a new tax on oil companies. https://t.co/r7ZHScu7B6,New York,440,1634766,ABCWorldNews,10,31,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
25,"The man who allegedly left two dead and six injured after he went on a stabbing spree in Las Vegas ""had every intention"" of killing the victims, one of the survivors told @ABC News. https://t.co/a5I7qT87ih",New York,440,1634766,ABCWorldNews,10,21,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
26,A boy ran onto the field and was tackled hard by a security guard in the second quarter of Tampa Bay’s game against Atlanta on Sunday. https://t.co/5g1xldy38t,New York,440,1634766,ABCWorldNews,7,13,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
27,"CT Sen. Chris Murphy on Sunday called for a change in Washington's ties to Saudi Arabia after the country and other members of the OPEC+ alliance decided to cut production later this year, a move that will likely drive up the slumping cost of crude oil. https://t.co/bPeDDVDTF7",New York,440,1634766,ABCWorldNews,4,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
28,"Several hundred people on Saturday joined an LGBTQ pride march in Montenegro, held amid strong opposition from the influential Serbian Orthodox Church in the small conservative Balkan country. https://t.co/5bKs2ZldLx",New York,440,1634766,ABCWorldNews,7,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
29,It's possible Florida school shooter Nikolas Cruz talked himself into a death sentence. https://t.co/K9l1bTJrww,New York,440,1634766,ABCWorldNews,7,13,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
30,"Hurricane Julia hit Nicaragua's central Caribbean coast on Sunday after lashing Colombia's San Andres island, and a weakened storm was expected to emerge over the Pacific. https://t.co/aAfFMluamk",New York,440,1634766,ABCWorldNews,14,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
31,Paweenuch Supholwong sits on her mother’s lap as her mother tells the remarkable story of how the 3-year-old wisp of a girl survived Thailand’s worst mass killing — the only child to emerge unscathed from a day care. https://t.co/BPjCCxcvlX,New York,440,1634766,ABCWorldNews,5,27,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
32,"Pres. Biden's warning of possible ""Armageddon"" wasn't about an imminent threat, a top Biden spokesperson said. https://t.co/FKHXj8c2Hf",New York,440,1634766,ABCWorldNews,4,17,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
33,Floridians whose homes and businesses were destroyed during Hurricane Ian are adamant about rebuilding the communities that were destroyed during Hurricane Ian. https://t.co/CcxYQuHZjT,New York,440,1634766,ABCWorldNews,5,8,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
34,"Pope Francis has denounced Europe's treatment of migrants as as “disgusting, sinful and criminal.” https://t.co/kBMPH4vMMn",New York,440,1634766,ABCWorldNews,5,29,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
35,Five tribes on California's coast are moving forward in their efforts to protect marine ecosystems as part of the Tribal Marine Stewards Network. https://t.co/2mnfRYmyrw,New York,440,1634766,ABCWorldNews,8,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
36,"Emergency workers pull a woman from a wreckage following strikes in Zaporizhzhia, Ukraine. 
https://t.co/QXSE3B1TfH",New York,440,1634766,ABCWorldNews,4,6,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
37,"LATEST: At least 12 people were killed overnight in missile strikes on residential Zaporizhzhia neighborhoods, Zaporizhzhia's governor says.

LIVE UPDATES:
https://t.co/CS01cNbh0d",New York,440,1634766,ABCWorldNews,4,11,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
38,"Pres. Biden’s warning last week that Vladimir Putin was ""not joking"" about possibly using nuclear weapons was ""concerning"" and counterproductive to bringing an end to Russia's invasion of Ukraine, retired Adm. Mike Mullen said.
https://t.co/uhWvX5Qyk5",New York,440,1634766,ABCWorldNews,5,12,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
39,Israeli police say a Palestinian gunman has seriously wounded two people after opening fire at an Israeli military checkpoint in east Jerusalem. https://t.co/8m3MgB1SNS,New York,440,1634766,ABCWorldNews,4,16,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
